"ID","NAME","CAPACITY","ROOMTYPE","ADDRESS","MUNICIPALITY"
602,"RESTAURANTE TÍPICO A TIPÓIA",60,9,"RUA DO NORTE 100-102",1106
603,"AUDITÓRIO PHILIPPE FRIEDMAN",271,7,"AVENIDA LUIS BIVAR  91",1106
604,"TEATRO COMUNA - SALA NOVA",123,1,"PRAÇA DE ESPANHA",1106
605,"SALA UM DA COMUNA-BLACK BOX",90,1,"PRAÇA DE ESPANHA",1106
606,"CAFÉ CONCERTO - TEATRO COMUNA",180,2,"PRAÇA DE ESPANHA",1106
607,"TEATRO COMUNA - SALA DAS NOVAS TENDÊNCIAS",104,5,"PRAÇA DE ESPANHA",1106
608,"AULA MAGNA DA REITORIA DA UNIVERSIDADE DE LISBOA",1678,7,"CIDADE UNIVERSITÁRIA-CAMPO GRANDE",1106
609,"CINEMA MONUMENTAL - SALA 1",164,15,"CENTRO COMERCIAL MONUMENTAL-AV PRAIA DA VITÓRIA 71",1106
610,"CINEMA MONUMENTAL - SALA 2",121,15,"CENTRO COMERCIAL MONUMENTAL-AV PRAIA DA VITÓRIA 71",1106
611,"CINEMA MONUMENTAL - SALA 3",123,15,"CENTRO COMERCIAL MONUMENTAL-AV PRAIA DA VITÓRIA 71",1106
612,"CINEMA MONUMENTAL - SALA 4",374,14,"CENTRO COMERCIAL MONUMENTAL-AV PRAIA DA VITÓRIA 71",1106
613,"GRANDE AUDITÓRIO DA FUNDAÇÃO CALOUSTE GULBENKIAN",1228,7,"AVENIDA DE BERNA  45A",1106
614,"AUDITÓRIO 2 DA FUNDAÇÃO CALOUSTE GULBENKIAN",345,7,"AVENIDA DE BERNA  45A",1106
615,"AUDITÓRIO DO CENTRO DE ARTE MODERNA GULBENKIAN",143,7,"AVENIDA DE BERNA  45A",1106
616,"ÁTRIO DA BIBL E MUSEU DA FUND CALOUSTE GULBENKIAN",140,8,"AVENIDA DE BERNA  45A",1106
617,"ANFITEATRO AO AR LIVRE DA FUND CALOUSTE GULBENKIAN",1200,10,"AVENIDA DE BERNA  45A",1106
618,"AUDITÓRIO 3 DA FUNDAÇÃO CALOUSTE GULBENKIAN",133,7,"AVENIDA DE BERNA  45A",1106
619,"TEATRO NACIONAL D MARIA II - SALA GARRETT",444,1,"PRAÇA DOM PEDRO IV (ROSSIO)",1106
620,"TEATRO NACIONAL D MARIA II – SALA AMÉLIA REY COLAÇO",91,1,"PRAÇA DOM PEDRO IV (ROSSIO)",1106
621,"TEATRO DO BAIRRO ALTO - CORNUCÓPIA",121,1,"RUA TENENTE RAUL CASCAIS  1A",1106
622,"TEATRO TABORDA",150,1,"COSTA DO CASTELO  75",1106
623,"GRANDE AUDITÓRIO DA CULTURGEST",640,7,"AVENIDA JOÃO XXI  63",1106
624,"PEQUENO AUDITÓRIO DA CULTURGEST",149,7,"AVENIDA JOÃO XXI  63",1106
625,"GRANDE AUDITÓRIO DO CENTRO CULTURAL DE BELÉM",1503,7,"PRAÇA DO IMPÉRIO",1106
626,"PEQUENO AUDITÓRIO C C BELÉM (SALA ED.PRADO COELHO)",351,7,"PRAÇA DO IMPÉRIO",1106
627,"SALA BLACK BOX DO CENTRO CULTURAL DE BELÉM",70,5,"PRAÇA DO IMPÉRIO",1106
628,"TEATRO NACIONAL DE SÃO CARLOS",956,1,"RUA SERPA PINTO  9",1106
629,"SALÃO NOBRE DO TEATRO NACIONAL DE SÃO CARLOS",150,1,"RUA SERPA PINTO  9",1106
630,"FOYER DO TEATRO NACIONAL DE SÃO CARLOS",100,1,"RUA SERPA PINTO  9",1106
631,"CINEMAS COLOMBO - SALA 1",237,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
632,"CINEMAS COLOMBO - SALA 2",88,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
633,"CINEMAS COLOMBO - SALA 3",239,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
634,"CINEMAS COLOMBO - SALA 4",362,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
635,"CINEMAS COLOMBO - SALA 5",362,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
636,"CINEMAS COLOMBO - SALA 6",275,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
637,"CINEMAS COLOMBO - SALA 7",99,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
638,"CINEMAS COLOMBO - SALA 8",260,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
639,"CINEMAS COLOMBO - SALA 9",204,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
640,"CINEMAS COLOMBO - SALA 10",361,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
641,"CINEMAS COLOMBO - SALA IMAX",374,15,"CENTRO COMERCIAL COLOMBO-AVENIDA DOS LUSÍADAS",1106
642,"CINE-TEATRO GYMNASIUM",198,14,"RUA DA MISERICÓRDIA 12 2º",1106
643,"TEATRO DA POLITÉCNICA",68,1,"RUA DA ESCOLA POLITÉCNICA",1106
644,"TEATRO IBÉRICO",169,1,"RUA DE XABREGAS  54",1106
645,"SALA ATLÂNTICO DO MEO ARENA",20000,12,"PARQUE DAS NAÇÕES",1106
646,"SALA TEJO DO MEO ARENA",4000,12,"PARQUE DAS NAÇÕES",1106
647,"TEATRO CAMÕES",1000,1,"PASSEIO DE NEPTUNO EXPO",1106
648,"AUDITÓRIO DOS OCEANOS DO CASINO DE LISBOA",634,7,"ALAMEDA DOS OCEANOS LOTE 1.03.1- PARQUE DAS NAÇÕES",1106
649,"ARENA LOUNGE DO CASINO DE LISBOA",700,8,"PARQUE DAS NAÇÕES",1106
650,"CINEMAS VASCO DA GAMA - SALA 1",141,15,"CENTRO COMERCIAL VASCO DA GAMA-PARQUE DAS NAÇÕES",1106
651,"CINEMAS VASCO DA GAMA - SALA 2",118,15,"CENTRO COMERCIAL VASCO DA GAMA-PARQUE DAS NAÇÕES",1106
652,"CINEMAS VASCO DA GAMA - SALA 3",80,15,"CENTRO COMERCIAL VASCO DA GAMA-PARQUE DAS NAÇÕES",1106
653,"CINEMAS VASCO DA GAMA - SALA 4",267,15,"CENTRO COMERCIAL VASCO DA GAMA-PARQUE DAS NAÇÕES",1106
654,"CINEMAS VASCO DA GAMA - SALA 5",267,15,"CENTRO COMERCIAL VASCO DA GAMA-PARQUE DAS NAÇÕES",1106
655,"CINEMAS VASCO DA GAMA - SALA 6",94,15,"CENTRO COMERCIAL VASCO DA GAMA-PARQUE DAS NAÇÕES",1106
656,"TEATRO ARMANDO CORTEZ",304,7,"ESTRADA DA PONTINHA  7",1106
657,"TEATRO ABERTO - SALA AZUL",418,1,"PRAÇA DE ESPANHA",1106
658,"TEATRO ABERTO - SALA VERMELHA",149,5,"PRAÇA DE ESPANHA",1106
659,"CHAPITÔ",70,8,"RUA COSTA DO CASTELO  7",1106
660,"CINEMATECA JÚNIOR / CINEMA PALÁCIO FOZ",124,17,"PALÁCIO FOZ - PRAÇA DOS RESTAURADORES",1106
661,"CINEMA UCI / EL CORTE INGLÊS - SALA 1",116,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
662,"CINEMA UCI / EL CORTE INGLÊS - SALA 2",146,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
663,"CINEMA UCI / EL CORTE INGLÊS - SALA 3",146,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
664,"CINEMA UCI / EL CORTE INGLÊS - SALA 4",146,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
665,"CINEMA UCI / EL CORTE INGLÊS - SALA 5",178,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
666,"CINEMA UCI / EL CORTE INGLÊS - SALA 6",246,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
667,"CINEMA UCI / EL CORTE INGLÊS - SALA 7",95,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
668,"CINEMA UCI / EL CORTE INGLÊS - SALA 8",133,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
669,"CINEMA UCI / EL CORTE INGLÊS - SALA 9",407,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
670,"CINEMA UCI / EL CORTE INGLÊS - SALA 10",140,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
671,"CINEMA UCI / EL CORTE INGLÊS - SALA 11",151,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
672,"CINEMA UCI / EL CORTE INGLÊS - SALA 12",378,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
673,"CINEMA UCI / EL CORTE INGLÊS - SALA 13",237,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
674,"CINEMA UCI / EL CORTE INGLÊS - SALA 14",179,15,"AVENIDA ANTÓNIO AUGUSTO DE AGUIAR 31",1106
675,"CINEMA CITY CLASSIC ALVALADE - SALA 1",91,15,"AVENIDA DE ROMA 100",1106
676,"CINEMA CITY CLASSIC ALVALADE - SALA 2",102,15,"AVENIDA DE ROMA 100",1106
677,"CINEMA CITY CLASSIC ALVALADE - SALA 3",114,15,"AVENIDA DE ROMA 100",1106
678,"CINEMA CITY CLASSIC ALVALADE - SALA 4",82,15,"AVENIDA DE ROMA 100",1106
679,"LOBBY FOYER DO CINEMA CITY CLASSIC ALVALADE",50,8,"AVENIDA DE ROMA 100",1106
680,"CINEMATECA - SALA DR.FÉLIX RIBEIRO",227,15,"RUA BARATA SALGUEIRO 39",1106
681,"CINEMATECA - SALA LUÍS DE PINA",47,15,"RUA BARATA SALGUEIRO 39",1106
682,"TEATRO ESTUDIO MÁRIO VIEGAS",108,5,"RUA ANTÓNIO MARIA CARDOSO",1106
683,"AUDITÓRIO DO MUSEU DO ORIENTE",356,7,"AVENIDA BRASÍLIA - DOCA DE ALCÂNTARA NORTE",1106
684,"AUDITÓRIO DA BIBLIOTECA MUNICIPAL ORLANDO RIBEIRO",142,7,"ANTIGO SOLAR DA NORA - ESTRADA DE TELHEIRAS",1106
685,"CINEMA ALVALÁXIA - SALA 1",270,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
686,"CINEMA ALVALÁXIA - SALA 2",270,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
687,"CINEMA ALVALÁXIA - SALA 3",346,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
688,"CINEMA ALVALÁXIA - SALA 4",346,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
689,"CINEMA ALVALÁXIA - SALA 5",191,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
690,"CINEMA ALVALÁXIA - SALA 6",191,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
691,"CINEMA ALVALÁXIA - SALA 7",270,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
692,"CINEMA ALVALÁXIA - SALA 8",270,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
693,"CINEMA ALVALÁXIA - SALA 9",101,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
694,"CINEMA ALVALÁXIA - SALA 10",101,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
695,"CINEMA ALVALÁXIA - SALA 11",101,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
696,"CINEMA ALVALÁXIA - SALA 12",101,15,"ALVALÁXIA-SHOPPING e LAZER - RUA FRANCISCO STROMP",1106
697,"TEATRO DO PRINCIPE REAL D. LUIS FILIPE DE BRAGANÇA",178,1,"LARGO DA LUZ - BENFICA",1106
698,"AUDITÓRIO CAMÕES",200,7,"PRAÇA JOSÉ FONTANA",1106
699,"CASA DE FADOS GUITARRAS DE LISBOA",44,9,"BECO DO MELO 1  JARDIM DO TABACO",1106
700,"CINEMA CITY CAMPO PEQUENO - SALA 1",124,15,"CENTRO DE LAZER - CAMPO PEQUENO",1106
701,"CINEMA CITY CAMPO PEQUENO - SALA 2",268,15,"CENTRO DE LAZER - CAMPO PEQUENO",1106
702,"CINEMA CITY CAMPO PEQUENO - SALA 3",189,15,"CENTRO DE LAZER - CAMPO PEQUENO",1106
703,"CINEMA CITY CAMPO PEQUENO - SALA 4",198,15,"CENTRO DE LAZER - CAMPO PEQUENO",1106
704,"CINEMA CITY CAMPO PEQUENO - SALA 5",94,15,"CENTRO DE LAZER - CAMPO PEQUENO",1106
705,"CINEMA CITY CAMPO PEQUENO - SALA 6",107,15,"CENTRO DE LAZER - CAMPO PEQUENO",1106
706,"CINEMA CITY CAMPO PEQUENO - SALA 7",94,15,"CENTRO DE LAZER - CAMPO PEQUENO",1106
707,"CINEMA CITY CAMPO PEQUENO - SALA 8",105,15,"CENTRO DE LAZER - CAMPO PEQUENO",1106
708,"CASA DE FADOS MARQUÊS DA SÉ",80,9,"LARGO DO MARQUÊS DO LAVRADIO 1",1106
709,"CASA DE FADOS-FADO MAIOR",49,9,"LARGO PENEIREIRO 7",1106
710,"TEATRO BOCAGE",123,1,"RUA MANUEL SOARES GUEDES  13A",1106
711,"TEATRO ESTRELA HALL",104,1,"RUA DA ESTRELA  10",1106
712,"CASA DE FADOS VELHO PÁTEO DE SANTANA",130,9,"RUA DOUTOR ALMEIDA AMARAL 6",1106
713,"CLUBE DE FADO",88,9,"RUA SÃO JOÃO DA PRAÇA 92",1106
714,"AUDITÓRIO INSTITUTO PORTUGUÊS JUVENTUDE (LISBOA)",158,7,"RUA DE MOSCAVIDE  LOTE 47",1106
715,"TEATRO MERIDIONAL",82,1,"RUA DO AÇUCAR  64 / BECO DA MITRA",1106
716,"AUDITÓRIO CENTRO CULTURAL POLO TECNOLÓGICO LUMIAR",484,7,"ESTRADA DO PAÇO DO LUMIAR  44",1106
717,"TEATRO DO BAIRRO",110,1,"RUA LUZ SORIANO  67A",1106
718,"CINE PLACE LOURES SHOPPING - SALA 1",237,15,"QUINTA DO INFANTADO",1107
719,"CINE PLACE LOURES SHOPPING - SALA 2",125,15,"QUINTA DO INFANTADO",1107
720,"CINE PLACE LOURES SHOPPING - SALA 3",119,15,"QUINTA DO INFANTADO",1107
721,"CINE PLACE LOURES SHOPPING - SALA 4",127,15,"QUINTA DO INFANTADO",1107
722,"CINE PLACE LOURES SHOPPING - SALA 5",304,15,"QUINTA DO INFANTADO",1107
723,"CINE PLACE LOURES SHOPPING - SALA 6",323,15,"QUINTA DO INFANTADO",1107
724,"CINE PLACE LOURES SHOPPING - SALA 7",77,15,"QUINTA DO INFANTADO",1107
725,"AUDITÓRIO DO COLÉGIO PEDRO ARRUPE",491,7,"PASSEIO HERÓIS DO MAR, PARCELA 6.18  - PARQUE DAS NAÇÕES",1107
726,"CINE TEATRO DE MAFRA",386,14,"AV 25 ABRIL 8",1109
727,"CINE TEATRO BEATRIZ COSTA",261,14,"MALVEIRA",1109
728,"AUDITÓRIO DA CASA DA CULTURA JAIME LOBO E SILVA",174,7,"R MENDES LEAL-ERICEIRA",1109
729,"AUDITÓRIO BEATRIZ COSTA",201,7,"AV 25 DE ABRIL",1109
730,"AUDITÓRIO DA CASA DA CULTURA DA MALVEIRA",112,7,"LARGO DA FEIRA DE REVENDA",1109
731,"AUDITÓRIO MUNICIPAL EUNICE MUNOZ",263,7,"RUA MESTRE DE AVIZ",1110
732,"TEATRO MUNICIPAL AMÉLIA REY COLAÇO",75,1,"RUA EDUARDO AUGUSTO PEDROSO Nº. 16 - A   ALGÉS",1110
733,"AUDITÓRIO MUNICIPAL CÉSAR BATALHA",142,7,"AV DAS DESCOBERTAS - CENTRO COMERCIAL ALTO DA BARRA",1110
734,"AUDITÓRIO MUNICIPAL LOURDES NORBERTO",99,7,"RUA LUCIANO CORDEIRO -  EDIFÍCIO PIRÂMIDE",1110
735,"CINEMAS OEIRAS PARQUE - SALA 1",98,15,"CENTRO COMERCIAL OEIRAS PARQUE-R DA BARRA JT 23-ALTO DO MOCHO",1110
736,"CINEMAS OEIRAS PARQUE - SALA 2",285,15,"CENTRO COMERCIAL OEIRAS PARQUE-R DA BARRA JT 23-ALTO DO MOCHO",1110
737,"CINEMAS OEIRAS PARQUE - SALA 3",199,15,"CENTRO COMERCIAL OEIRAS PARQUE-R DA BARRA JT 23-ALTO DO MOCHO",1110
738,"CINEMAS OEIRAS PARQUE - SALA 4",182,15,"CENTRO COMERCIAL OEIRAS PARQUE-R DA BARRA JT 23-ALTO DO MOCHO",1110
739,"CINEMAS OEIRAS PARQUE - SALA 5",285,15,"CENTRO COMERCIAL OEIRAS PARQUE-R DA BARRA JT 23-ALTO DO MOCHO",1110
740,"CINEMAS OEIRAS PARQUE - SALA 6",199,15,"CENTRO COMERCIAL OEIRAS PARQUE-R DA BARRA JT 23-ALTO DO MOCHO",1110
741,"CINEMAS OEIRAS PARQUE - SALA 7",182,15,"CENTRO COMERCIAL OEIRAS PARQUE-R DA BARRA JT 23-ALTO DO MOCHO",1110
742,"CINEMA DOLCE VITA MIRAFLORES - SALA 1",94,15,"AVENIDA DAS TULIPAS - MIRAFLORES",1110
743,"CINEMA DOLCE VITA MIRAFLORES - SALA 2",76,15,"AVENIDA DAS TULIPAS - MIRAFLORES",1110
744,"CINEMA DOLCE VITA MIRAFLORES - SALA 3",93,15,"AVENIDA DAS TULIPAS - MIRAFLORES",1110
745,"CINEMA DOLCE VITA MIRAFLORES - SALA 4",88,15,"AVENIDA DAS TULIPAS - MIRAFLORES",1110
746,"AUDITÓRIO DO PARQUE OCEANO",140,7,"AVENIDA DR JOSÉ JOAQUIM DE ALMEIDA, nº.  2",1110
747,"AUDITÓRIO DO PÁTEO DO ENXUGO",700,10,"ESTRADA DAS FONTAINHAS",1110
748,"CINEMA CITY ALFRAGIDE - SALA 1",240,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
749,"CINEMA CITY ALFRAGIDE - SALA 2",197,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
750,"CINEMA CITY ALFRAGIDE - SALA 3",97,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
751,"CINEMA CITY ALFRAGIDE - SALA 4",87,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
752,"CINEMA CITY ALFRAGIDE - SALA 5",87,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
753,"CINEMA CITY ALFRAGIDE - SALA 6",121,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
754,"CINEMA CITY ALFRAGIDE - SALA 7",127,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
755,"CINEMA CITY ALFRAGIDE - SALA 8",126,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
756,"CINEMA CITY ALFRAGIDE - SALA 9",95,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
757,"CINEMA CITY ALFRAGIDE - SALA 10",95,15,"CENTRO COMERCIAL ALEGRO ALFRAGIDE  AV DOS CAVALEIROS",1110
758,"AUDITÓRIO RUY DE CARVALHO",290,7,"CENTRO CÍVICO DE CARNAXIDE",1110
759,"AUDITÓRIO MUNICIPAL ANTÓNIO SILVA",188,7,"CENTRO COMERCIAL QUINTA DAS FLORES-AGUALVA-CACÉM",1111
760,"SALA DE ESPEC. DA SOC. FILAR. BOA UNIÃO MONTELAVAR",358,8,"LARGO MAESTRO MODESTO FERNANDES ALVES VELHO - MONTELAVAR",1111
761,"CASA DE TEATRO DE SINTRA-TEATRO CHÃO DE OLIVA",60,1,"R VEIGA DA CUNHA 20",1111
762,"CINEMAS DO FORUM SINTRA - SALA 1",155,15,"CENTRO COMERCIAL FORUM SINTRA - MEM MARTINS",1111
763,"CINEMAS DO FORUM SINTRA - SALA 2",214,15,"CENTRO COMERCIAL FORUM SINTRA-MEM MARTINS",1111
764,"CINEMAS DO FORUM SINTRA - SALA 3",135,15,"CENTRO COMERCIAL FORUM SINTRA-MEM MARTINS",1111
765,"CINEMAS DO FORUM SINTRA - SALA 4",249,15,"CENTRO COMERCIAL FORUM SINTRA-MEM MARTINS",1111
766,"CINEMAS DO FORUM SINTRA - SALA 5",111,15,"CENTRO COMERCIAL FORUM SINTRA-MEM MARTINS",1111
767,"CINEMAS DO FORUM SINTRA - SALA 6",98,15,"CENTRO COMERCIAL FORUM SINTRA-MEM MARTINS",1111
768,"CINEMAS DO FORUM SINTRA - SALA 7",167,15,"CENTRO COMERCIAL FÓRUM SINTRA",1111
769,"ESPAÇO TEATROESFERA",112,1,"RUA CIDADE DESPORTIVA - MASSAMÁ - MONTE ABRAÃO",1111
770,"AUDITÓRIO JORGE SAMPAIO DO C.C.OLGA CADAVAL",966,7,"LARGO DR FRANCISCO SÁ CARNEIRO",1111
771,"AUDITÓRIO ACÁCIO BARREIROS C.C.OLGA DE CADAVAL",276,7,"LG DR FRANCISCO SÁ CARNEIRO",1111
772,"SALA DE ENSAIOS DO C.C.OLGA DE CADAVAL",50,5,"LG DR FRANCISCO SÁ CARNEIRO",1111
773,"CINEMA CITY BELOURA - SALA 1",142,15,"ESTRADA NACIONAL, Nº. 9 - LINHÓ",1111
774,"CINEMA CITY BELOURA - SALA 2",201,15,"ESTRADA NACIONAL, Nº. 9 - LINHÓ",1111
775,"CINEMA CITY BELOURA - SALA 3",135,15,"ESTRADA NACIONAL, Nº. 9 - LINHÓ",1111
776,"CINEMA CITY BELOURA - SALA 4",125,15,"ESTRADA NACIONAL, Nº. 9 - LINHÓ",1111
777,"CINEMA CITY BELOURA - SALA 5",99,15,"ESTRADA NACIONAL, Nº. 9 - LINHÓ",1111
778,"CINEMA CITY BELOURA - SALA 6",82,15,"ESTRADA NACIONAL, Nº. 9 - LINHÓ",1111
779,"CINEMA CITY BELOURA - SALA 7 (EX-DYNAMIC)",58,15,"ESTRADA NACIONAL, Nº. 9 - LINHÓ",1111
780,"CINEMA CITY BELOURA - SALA 8 - CINEMAX",300,15,"ESTRADA NACIONAL, Nº. 9 - LINHÓ",1111
781,"TEATRO ESCOLA AMERICANA DE LISBOA",458,1,"RUA ANTÓNIO DOS REIS, Nº. 95 - QUINTA DA BELOURA - LINHÓ",1111
782,"SALÃO DE FESTAS DA SOCIEDADE EUTERPE ALHANDRENSE",830,3,"LG SERPA PINTO 2-ALHANDRA",1114
783,"PRAÇA DE TOIROS PALHA BLANCO - V.F. XIRA",3496,18,"CAMPO DA ACLAMAÇÃO DA REPÚBLICA",1114
784,"AUDITÓRIO MUNICIPAL SCALA",78,7,"CENTRO COMERCIAL SCALA R DA ESTAÇÃO - ALVERCA DO RIBATEJO",1114
785,"AUDITÓRIO DA SOCIEDADE FILARMÓNICA ALVERQUENSE",472,7,"PRAÇA DA SOCIEDADE FILARMÓNICA RECREIO ALVERQUENSE",1114
786,"AUDITÓRIO DO CENTRO CULTURAL BOM SUCESSO",115,7,"RUA DA FONTE DE SÃO ROMÃO Nº.1",1114
787,"CINE TEATRO D JOÃO V",388,14,"LARGO DA IGREJA - AMADORA",1115
788,"RECREIOS DA AMADORA-ESPAÇO CULTURAL",296,14,"AV SANTOS MATOS 2",1115
789,"GRANDE AUDITÓRIO ESCOLA SUPERIOR TEATRO E CINEMA",360,7,"AV MARQUÊS DE POMBAL  22 B",1115
790,"CINEMA UCI DOLCE VITA TEJO - SALA 1",193,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
791,"CINEMA UCI DOLCE VITA TEJO - SALA 2",370,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
792,"CINEMA UCI DOLCE VITA TEJO - SALA 3",314,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
793,"CINEMA UCI DOLCE VITA TEJO - SALA 4",189,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
794,"CINEMA UCI DOLCE VITA TEJO - SALA 5",83,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
795,"CINEMA UCI DOLCE VITA TEJO - SALA 6",103,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
796,"CINEMA UCI DOLCE VITA TEJO - SALA 7",257,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
797,"CINEMA UCI DOLCE VITA TEJO - SALA 8",280,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
798,"CINEMA UCI DOLCE VITA TEJO - SALA 9",297,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
799,"CINEMA UCI DOLCE VITA TEJO - SALA 10",297,15,"RUA DO LOURO - URB. CASAL DE MIRA",1115
800,"CINEMA UCI DOLCE VITA TEJO - SALA 11",221,15,"RUA DO LOURO - URB- CASAL DE MIRA",1115
801,"CINEMA ODIVELAS PARQUE - SALA 2",179,15,"CASAL DO TROCA LT 1 -  PATAMEIRAS",1116
802,"CINEMA ODIVELAS PARQUE - SALA 3",226,15,"CASAL DO TROCA LT 1 -  PATAMEIRAS",1116
803,"CINEMA ODIVELAS PARQUE - SALA 4",209,15,"CASAL DO TROCA LT 1 -  PATAMEIRAS",1116
804,"CINEMA ODIVELAS PARQUE - SALA 5",150,15,"CASAL DO TROCA LT 1 -  PATAMEIRAS",1116
805,"CINEMA ODIVELAS PARQUE - SALA 6",131,15,"CASAL DO TROCA LT 1 -  PATAMEIRAS",1116
806,"AUDITÓRIO DO CENTRO CULTURAL MALAPOSTA",159,7,"RUA ANGOLA",1116
807,"SALA DE CINEMA DO CENTRO CULTURAL MALAPOSTA",54,17,"RUA ANGOLA",1116
808,"SALA EXPERIMENTAL DO CENTRO CULTURAL MALAPOSTA",52,5,"RUA ANGOLA",1116
